Request,Politeness
"Hey EAMann, that's great and it works. However, I'm having trouble echoing the Title, can you put an example of how to do that please?",0
"Thanks a lot! Can you please comment on [this](http://wordpress.stackexchange.com/questions/23990/initialize-wordpress-environment-to-use-in-a-real-cron-script) related question?",1
"Sorry :) I dont want to hack the system!! :) is there another way?",0
"Sorry nevermind I found the option for it :) Without having much knowledge of Wordpress, do you know how I'd go about combining image map within the fancybox with some custom jQuery to trigger events based on the area clicks?",1
"Sorry about that, yes it is a taxonomy page then. The code I posted above using get_terms() was working so that means your code should work too right?",1
"Career advice questions like this one are too localized for this site. Please see [Are Career Advice questions useful for anyone except the poster](http://meta.programmers.stackexchange.com/questions/588/are-career-advice-questions-useful-to-anyone-except-the-poster/590#590)?",0
"Career advice questions like this one are too localized for this site. Please see [Are Career Advice questions useful for anyone except the poster](http://meta.programmers.stackexchange.com/questions/588/are-career-advice-questions-useful-to-anyone-except-the-poster/590#590)?",0
"I'd like to know why someone voted to close this as Off-Topic. Can you please explain your reasoning?",0
"I'm sorry, but I can't understand `find the missing element in O(N) or better` What does mean *or better* in this context? It seems the kind of thing that would be solved with a simple while loop, but anyway I don't understand - it's either *solved* or *not solved*, right?",0
"Sorry its not clear but what are you considering for alternatives? Are you trying to decide between a desktop client and a web client or considering Winforms over WPF ?",1
"Please elaborate: UI design or general software architecture design? Or anything else?",1
"Would you please tell your background if you are switching? Or C# is the very first language you are learning?",1
"Career advice questions like this one are too localized for this site. Please see [Are Career Advice questions useful for anyone except the poster](http://meta.programmers.stackexchange.com/questions/588/are-career-advice-questions-useful-to-anyone-except-the-poster/590#590)?",0
"Career advice questions like this one are too localized for this site. Please see [Are Career Advice questions useful for anyone except the poster](http://meta.programmers.stackexchange.com/questions/588/are-career-advice-questions-useful-to-anyone-except-the-poster/590#590)?",0
"Can you please edit this question to make it more constructive? How many of the 6 guidelines does it satisfy?",0
"This question really doesn't satisfy the guidelines of the site. Can you please read the FAQ and then edit this question?",1
